-0.049973946,-0.083006324,-0.083998059,-0.082300825,-0.081772207,-0.039787853,-0.049392066,-0.005905982,0.025971859,0.057928173,0.039344252,0.0524104,0.060029421,0.121912039,0.087815484,0.049643578,0.03991976,0.043431056,0.02395975,0.037376443,0.005081648,0.033213639,0.035863406,0.033743687,-0.029583269,0.014186427,0.003592564,-0.026364815,-0.013979905,0.009137086
0.064470648,-0.030496213,-0.122448107,-0.100428408,-0.077164178,-0.065735284,-0.003111677,0.015979731,0.055736652,0.105418757,0.039615867,0.072870836,0.037739165,0.110665484,0.019726915,-0.008079382,-0.028424507,0.077776515,0.012489132,-0.02338506,0.019350489,0.010925328,-0.012655008,-0.021615981,-0.06293977,-0.028534273,-0.022318604,-0.031286397,-0.011308717,0.02113291
0.018786575,-0.049503717,-0.103520689,-0.100343379,-0.043419925,-0.007779905,-0.076661526,-0.05549411,0.007100845,0.030178628,0.024772267,0.030880055,-0.004836521,0.074586729,0.011745515,-0.043231039,-0.023430618,0.04160016,0.045165776,0.021298487,0.007067933,0.015966622,-0.014052159,-0.057818067,-0.077229093,-0.060285271,-0.042105472,-0.033444605,0.022763922,0.028508236
0.003867573,-0.03509582,-0.031414771,-0.044528633,0.011674951,0.051380361,0.030791398,0.005140022,0.046881308,0.0086315,0.00960259,0.005371709,-0.031361785,0.076053074,0.082085314,0.058211964,-0.005902842,0.037013557,0.025976641,0.009778522,0.00453751,0.073759149,-0.00576546,-0.030868322,-0.04016948,-0.018870374,-0.029946642,0.014783585,0.073620903,0.087204676
-0.038151504,0.01291129,0.035358239,0.044741515,0.069675577,0.054295637,0.103904664,0.113077722,0.048631233,-0.003331671,-0.017976528,0.028183171,-0.019802525,0.088710796,0.120373788,0.01077057,-0.045190346,0.0307947,0.011460588,-0.020598647,-0.01415888,0.031017968,0.038627276,0.013174184,0.033669207,0.009749776,0.011222203,0.003511537,0.029822554,0.036926587
0.027015387,0.063406675,0.095482963,0.053390213,0.018375726,0.056539751,0.025690599,0.039411623,0.067201204,0.017209224,-0.038512393,0.063673437,0.035771088,0.065843927,-0.012300114,0.001948345,-0.010796464,0.124888788,0.094354953,0.065861347,0.025142927,0.031255235,0.065623658,0.072403418,0.042301269,0.043783585,0.022019411,0.028779018,0.033726741,0.01332589
-0.062729297,-0.041111653,0.015869455,0.002515301,0.02190128,0.006426627,0.046071107,0.102059033,0.102203849,0.031033418,0.026620373,0.050707725,0.073334016,0.008970034,-0.009227514,-0.012247614,-0.06157102,0.053424532,0.077296724,0.059349149,0.05462062,0.030769013,0.024539736,0.041257261,0.044401267,0.021399961,-0.027450377,-0.021893467,-0.081606696,-0.086957453
-0.076714106,-0.118239151,-0.078242679,-0.024068864,0.019420919,0.002304313,0.025368245,-0.062967407,-0.051294896,-0.027517392,-0.047023902,-0.000528688,0.08169431,0.109574311,0.022887237,0.00916263,-0.043475264,0.063046001,0.024526962,0.035904512,0.019861279,0.064175997,0.02208202,0.000987147,0.033190177,0.00205732,-0.01651406,-0.039863632,-0.084723247,-0.039303496
-0.05392561,-0.048226795,-0.076569134,-0.074229606,-0.116096412,-0.071814393,-0.12898801,-0.131756731,-0.161979358,-0.032602577,-0.156829602,-0.143819967,-0.056609758,-0.008436274,-0.08249827,-0.033480207,0.004331655,0.064010145,0.038207277,0.056668188,0.039983226,0.039856615,0.031156307,0.027210592,0.027548622,0.006985936,-0.02625559,-0.013524435,-0.032743744,-0.037840117
0.007458113,-0.031559264,0.006373456,-0.007249247,-0.00925373,-0.096244843,-0.11040662,-0.041628914,0.008832853,-0.004948955,-0.048897146,-0.045305047,-0.058374857,-0.040773768,-0.036979328,0.019172749,-0.014483108,0.049830421,0.032223101,0.023837796,0.039719469,0.074068928,0.098055625,0.069909566,0.013642685,0.079233628,-0.008108371,-0.049140512,-0.036050124,-0.029753395
